Iteration,Density,CheckPoints,CellularIterations,Height,Width,PathLength_Level1,NodesExplored_Level1,Time_Level1,PathLength_Level2,NodesExplored_Level2,Time_Level2,PathLength_Level3,NodesExplored_Level3,Time_Level3,PathLength_AStar,NodesExplored_AStar,Time_AStar
51,density,numberOfCheckPoints,cellularIterations,height,width,0,0,1,0,0,0,0,0,3,0,1600,6
52,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,25,20,2,33,26,4,19,19,0
53,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
54,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,25,20,2,30,25,3,19,19,0
55,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
56,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,7,0,0,10,0,1,0
57,density,numberOfCheckPoints,cellularIterations,height,width,0,0,4,0,0,3,0,0,1,0,6433,27
58,density,numberOfCheckPoints,cellularIterations,height,width,22,17,1,25,20,2,37,30,3,19,19,0
59,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,30,26,2,30,26,11,19,19,0
60,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,3,0,1,0
61,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,25,20,2,30,25,3,19,19,0
62,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,71,0
63,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,324,1
64,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,32,0
65,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,2,0,1,0
66,density,numberOfCheckPoints,cellularIterations,height,width,27,23,1,29,24,2,34,29,3,19,20,0
67,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,1,0,673,2
68,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,19,19,0
69,density,numberOfCheckPoints,cellularIterations,height,width,0,0,3,0,0,1,0,0,9,0,4179,16
70,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
71,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,19,19,0
72,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
73,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,4017,16
74,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
75,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,25,20,2,30,25,3,19,19,0
76,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
77,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,21,24,0
78,density,numberOfCheckPoints,cellularIterations,height,width,0,0,4,0,0,2,0,0,1,0,5934,26
79,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
80,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
81,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,153,0
82,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,2,0,1,0
83,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,8,0,1,0
84,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,25,20,2,35,30,4,19,19,0
85,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
86,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,25,20,2,30,25,3,19,19,0
87,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
88,density,numberOfCheckPoints,cellularIterations,height,width,128,102,6,153,123,8,164,134,9,107,837,3
89,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,51,0
90,density,numberOfCheckPoints,cellularIterations,height,width,0,0,4,0,0,2,0,0,6,0,6311,28
91,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,207,0
92,density,numberOfCheckPoints,cellularIterations,height,width,21,15,2,25,20,2,33,26,4,19,19,0
93,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,25,20,2,34,29,3,19,19,0
94,density,numberOfCheckPoints,cellularIterations,height,width,22,17,1,22,17,1,34,27,3,19,19,0
95,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
96,density,numberOfCheckPoints,cellularIterations,height,width,23,19,1,23,19,2,32,28,3,19,19,0
97,density,numberOfCheckPoints,cellularIterations,height,width,21,16,0,22,17,1,49,41,5,19,19,0
98,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,2,0,1,0
99,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
100,density,numberOfCheckPoints,cellularIterations,height,width,0,0,0,0,0,0,0,0,0,0,1,0
